Aria | Composer | Opera | PDF URL
O beauteous Queen              | Handel, George Frideric                  | Esther               | http://theoperadatabase.com/PDFs/Handel/Tenor/O%20beauteous%20Queen.pdf
Già risonar d'intorno al campidoglio io sento | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Bass/Fiacchero%20quel%20fiero%20orgoglio.pdf
Nasce al bosco in rozza cuna   | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Nasce%20al%20bosco.pdf
Se un bell'ardire può innamorarti | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Bass/Ezio-Se%20un%20bell%20ardire.pdf
Tutta raccolta                 | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Tutta%20raccolta.pdf
Ecco alle mie catene, ecco a morir m'invio | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Ecco%20alle%20mie%20catene,%20ecco%20a%20morir%20m%20invio.pdf
Guarda pria se in questa fronte | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Guarda%20pria%20se%20in%20questa%20fronte.pdf
Pensa a serbarmi, oh cara      | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Pensa%20a%20serbarmi,%20oh%20cara.pdf
Recagli quell' acciaro         | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Recagli%20quell%20acciaro.pdf
Se fedele mi brama il regnante | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Se%20fedele%20mi%20brama%20il%20regnante.pdf
Se la mia vita dono è d'Augusto | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Se%20la%20mia%20vita%20dono%20e%20d%20Augusto.pdf
Finchè per te mi palpita timido | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Finche%20per%20te%20mi%20palpita%20timido.pdf
Peni tu per un ingrata         | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Peni%20tu%20per%20un%20ingrata.pdf
Quanto mai felice siete, innocenti pastorelle | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Quanto%20mai%20felice%20siete,%20innocenti%20pastorelle.pdf
Per tutto il timore perigli m'addita | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Per%20tutto%20il%20timore%20perigli%20m%20addita.pdf
Se tu la reggi al volo         | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Se%20tu%20la%20reggi%20al%20volo.pdf
Sò chi t'accese: basta per ora | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/So%20chi%20t%20accese%20basta%20per%20ora.pdf
Vi fida lo sposo, vi fida il regnante | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Vi%20fida%20lo%20sposo,%20vi%20fida%20il%20regnante.pdf
Ah, non son io che parlo, è il barbaro dolore | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Soprano/Ah,%20non%20son%20io%20che%20parlo,%20e%20il%20barbaro%20dolore.pdf
Caro padre, a me non dei mammentar che padre sei | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Soprano/Caro%20padre,%20a%20me%20non%20dei%20mammentar%20che%20padre%20sei.pdf
Finchè un zeffiro soave        | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Soprano/Finche%20un%20zeffiro%20soave.pdf
La mia costanza non si sgomenta | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Soprano/La%20mia%20costanza%20non%20si%20sgomenta.pdf
Quel finger affetto allor che non s'ama | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Soprano/Quel%20finger%20affetto%20allor%20che%20non%20s%20ama.pdf
Il nocchier, che si figura ogni scoglio | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Tenor/Il%20nocchier,%20che%20si%20figura%20ogni%20scoglio.pdf
Se povero il ruscello mormora lento, e basso | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Tenor/Se%20povero%20il%20ruscello%20mormora%20lento,%20e%20basso.pdf
Tergi l'ingiuste lagrime       | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Tenor/Tergi%20l%20ingiuste%20lagrime.pdf
Và, dal furor portata          | Handel, George Frideric                  | Ezio                 | http://theoperadatabase.com/PDFs/Handel/Tenor/Va,%20dal%20furor%20portata.pdf
Sol la brama di vendetta può dar pace | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Bass/Sol%20la%20brama%20di%20vendetta%20puo%20dar%20pace.pdf
Viva sì, che nel mio seno venir meno | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Bass/Viva%20si,%20che%20nel%20mio%20seno%20venir%20meno.pdf
Vado a recarla morte all' empio traditor | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Bass/Vado%20a%20recarla%20morte%20all%20empio%20traditor.pdf
Così suole a rio vicina umil pianta | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Mezzo/Cosi%20suole%20a%20rio%20vicina%20umil%20pianta.pdf
Nella terra, in ciel, nell' onda non avrai | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Mezzo/Nella%20terra,%20in%20ciel,%20nell%20onda%20non%20avrai.pdf
Non ingannarmi, nò, conforto del mio sen | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Mezzo/Non%20ingannarmi,%20no,%20conforto%20del%20mio%20sen.pdf
Voglio che mora, sì, traffitto del mio sdegno | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Mezzo/Voglio%20che%20mora,%20si,%20traffitto%20del%20mio%20sdegno.pdf
Sappi, crudel, io t'amo, e per tua pena ancor! | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Mezzo/Sappi,%20crudel,%20io%20t%20amo,%20e%20per%20tua%20pena%20ancor.pdf
Sento, che un giusto sdegno mi sprona a vendicarmi | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Mezzo/Sento,%20che%20un%20giusto%20sdegno%20mi%20sprona%20a%20vendicarmi.pdf
Sì, l'intendesti, sì, è questa la mercè | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Mezzo/Si,%20l%20intendesti,%20si,%20e%20questa%20la%20merce.pdf
Vanne, che più ti miro, più cresce il mio dolor | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Mezzo/Vanne,%20che%20piu%20ti%20miro,%20piu%20cresce%20il%20mio%20dolor.pdf
Chi ben ama, ohn' altro affetto nel suo petto | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Soprano/Chi%20ben%20ama,%20ohn%20altro%20affetto%20nel%20suo%20petto.pdf
Se a piedi tuoi morrò, la destra bacierò | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Soprano/Se%20a%20piedi%20tuoi%20morro,%20la%20destra%20baciero.pdf
Se ria procella sorge nell' onde | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Soprano/Se%20ria%20procella%20sorge%20nell%20onde.pdf
Combattuta da due venti, son qual nave | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Soprano/Combattuta%20da%20due%20venti,%20son%20qual%20nave.pdf
Conoscerò, se brami ch'io t'ami | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Soprano/Conoscero,%20se%20brami%20ch%20io%20t%20ami.pdf
Mi parto lieta sulla tua fede  | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Soprano/Mi%20parto%20lieta%20sulla%20tua%20fede.pdf
Un' aura placide e lusinghiera dopo le pene | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Soprano/Un%20aura%20placide%20e%20lusinghiera%20dopo%20le%20pene.pdf
Poi che pria di morire, mi beo, pupille care | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Soprano/Poi%20che%20pria%20di%20morire,%20mi%20beo,%20pupille%20care.pdf
Rival ti sono, ma son fedel    | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Soprano/Rival%20ti%20sono,%20ma%20son%20fedel.pdf
Se ben mi lusinga l'infida speranza, sò pur | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Soprano/Se%20ben%20mi%20lusinga%20l%20infida%20speranza,%20so%20pur.pdf
Sì, tornerò a morir, a non placarti | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Soprano/Si,%20tornero%20a%20morir,%20a%20non%20placarti.pdf
Voglio che sia l'indegno vittima del tuo sdegno | Handel, George Frideric                  | Faramondo            | http://theoperadatabase.com/PDFs/Handel/Soprano/Voglio%20che%20sia%20l%20indegno%20vittima%20del%20tuo%20sdegno.pdf
Se a te vissi fedele, fedele ancor sarò | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Bass/Se%20a%20te%20vissi%20fedele,%20fedele%20ancor%20saro.pdf
Vado; sorte crudele            | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Bass/Vado%20sorte%20crudele.pdf
Chi può mirare e non amare     | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Chi%20puo%20mirare%20e%20non%20amare.pdf
Di quel bel che m'innamora     | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Di%20quel%20bel%20che%20m%20innamora.pdf
Starvi e canto e non languire  | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Starvi%20e%20canto%20e%20non%20languire.pdf
Amor, nel mio penar deggio sperar | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Amor,%20nel%20mio%20penar%20deggio%20sperar.pdf
Bel contento già gode quest' alma | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Bel%20contento%20gia%20gode%20quest%20alma.pdf
L'armellin vita non cura       | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/L%20armellin%20vita%20non%20cura.pdf
Rompo i lacci, e frango i dardi | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Rompo%20i%20lacci,%20e%20frango%20i%20dardi.pdf
Ah non posso nel mio core      | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Ah%20non%20posso%20nel%20mio%20core.pdf
Che colpa è la mia, se Amor vuol così? | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Che%20colpa%20e%20la%20mia.pdf
Con un' vezzo, con un' riso fingerò | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Con%20un%20vezzo,%20con%20un%20riso%20fingero.pdf
Ricordati, mio ben             | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Ricordati,%20mio%20ben.pdf
Amante stravagante più del mio ben non v'è | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Amante%20stravagante%20piu%20del%20mio%20ben%20non%20v%20e.pdf
Da te parto, mà concedi ch'il mio duolo | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Da%20te%20parto,%20ma%20concedi%20ch%20il%20mio%20duolo.pdf
Mà chi punir desi? l'idolo del cor mio | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Ma%20chi%20punir%20desi%20l%20idolo%20del%20cor%20mio.pdf
Parto, sì, mà non sò poi       | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Parto,%20si,%20ma%20non%20so%20poi.pdf
Quanto dolci, quanto care son le gioje | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Quanto%20dolci,%20quanto%20care%20son%20le%20gioje.pdf
Che bel contento sarebbe amore | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Che%20bel%20contento%20sarebbe%20amore.pdf
Non credo instabile chi mi piagò | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Non%20credo%20instabile%20chi%20mi%20piago.pdf
Sirti, scogli, tempeste, procelle m'additan le stelle | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Sirti,%20scogli,%20tempeste,%20procelle%20m%20additan%20le%20stelle.pdf
Fato tiranno e crudo, ohn' or a danni miei | Handel, George Frideric                  | Flavio, re di Langobardi | http://theoperadatabase.com/PDFs/Handel/Tenor/Fato%20tiranno%20e%20crudo,%20ohn%20or%20a%20danni%20miei.pdf
Alma mia, si, sol tu sei       | Handel, George Frideric                  | Floridante           | http://theoperadatabase.com/PDFs/Handel/Baritone/Floridante-Almamia.pdf
Non lasciar Oppressa della sorte | Handel, George Frideric                  | Floridante           | http://theoperadatabase.com/PDFs/Handel/Bass/Floridante-Nonlasciar.pdf
Che veggio? che sento?         | Handel, George Frideric                  | Floridante           | http://theoperadatabase.com/PDFs/Handel/Bass/Che%20veggio%20che%20sento.pdf
