Aria | Composer | Opera | PDF URL
Qual farfalletta gira a quel lume | Handel, George Frideric                  | Partenope            | http://theoperadatabase.com/PDFs/Handel/Soprano/Qual%20farfalletta%20gira%20a%20quel%20lume.pdf
Sei mia gioja, sei mio bene    | Handel, George Frideric                  | Partenope            | http://theoperadatabase.com/PDFs/Handel/Soprano/Sei%20mia%20gioja,%20sei%20mio%20bene.pdf
Sì, scherza, sì, sempre Amor con doppia face | Handel, George Frideric                  | Partenope            | http://theoperadatabase.com/PDFs/Handel/Soprano/Si,%20scherza,%20si,%20sempre%20Amor%20con%20doppia%20face.pdf
Spera e godi, oh mio tesoro    | Handel, George Frideric                  | Partenope            | http://theoperadatabase.com/PDFs/Handel/Soprano/Spera%20e%20godi,%20oh%20mio%20tesoro.pdf
Voglio amare insin ch'io moro  | Handel, George Frideric                  | Partenope            | http://theoperadatabase.com/PDFs/Handel/Soprano/Voglio%20amare%20insin%20ch%20io%20moro.pdf
Anch'io pugnar saprò, armato di valor | Handel, George Frideric                  | Partenope            | http://theoperadatabase.com/PDFs/Handel/Tenor/Anch%20io%20pugnar%20sapro,%20armato%20di%20valor.pdf
Barbaro fato, sì, la speme mi tradì | Handel, George Frideric                  | Partenope            | http://theoperadatabase.com/PDFs/Handel/Tenor/Barbaro%20fato,%20si,%20la%20speme%20mi%20tradi.pdf
La gloria in nobil alma        | Handel, George Frideric                  | Partenope            | http://theoperadatabase.com/PDFs/Handel/Tenor/La%20gloria%20in%20nobil%20alma.pdf
La speme ti consoli, ti rasserena il cor | Handel, George Frideric                  | Partenope            | http://theoperadatabase.com/PDFs/Handel/Tenor/La%20speme%20ti%20consoli,%20ti%20rasserena%20il%20cor.pdf
Come il candore d'intatta neve | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Come%20il%20candore%20d%20intatta%20neve.pdf
Compagni nell' amore se tolerar non sai | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Compagni%20nell%20amore%20se%20tolerar%20non%20sai.pdf
Di rendermi la calma prometti, oh speme infida | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Di%20rendermi%20la%20calma%20prometti%20oh%20speme%20infida.pdf
Son confusa pastorella, che nel bosco a notte oscura | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Son%20confusa%20pastorella%20che%20nel%20bosco%20a%20notte%20oscura.pdf
È prezzo leggiero d'un suddito il sangue | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/HandelPororedellIndieEprezzoleggiero.pdf
Mio ben, ricordati, se avvien ch'io mora | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Mio%20ben%20ricordati%20%20se%20avvien%20ch%20io%20mora.pdf
Se viver non poss' io lungi da te, mio bene | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Se%20viver%20non%20poss%20io%20lungi%20da%20te%20mio%20bene.pdf
Dov'è? s'affretti per me la morte | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Dov%20e%20s%20affretti%20per%20me%20la%20morte.pdf
Mira virtù, che troppo và di se stessa altera | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Mira%20virtu%20che%20troppo%20va%20di%20se%20stessa%20altera.pdf
Per l'Africaine arene leon se vien cacciato | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Per%20l%20Africaine%20arene%20leon%20se%20vien%20cacciato.pdf
Risveglia lo sdegno, rammenta l'offesa | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Risveglia%20lo%20sdegno%20rammenta%20loffesa.pdf
Se mai più saro geloso         | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Se%20mai%20piu%20saro%20geloso.pdf
Se possono tanto due luci vezzose | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Se%20possono%20tanto%20due%20luci%20vezzose.pdf
Senza procelle ancora si perde quel nocchiero | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Senza%20procelle%20ancora.pdf
Tiranna, la sorte a l'alma mia forte | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Tiranna%20la%20sorte%20a%20l%20alma%20mia%20forte.pdf
Vedrai con tuo periglio        | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Mezzo/Vedrai%20con%20tuo%20periglio.pdf
Come il candore d'intatta neve | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Soprano/Come%20il%20candore%20d%20intatta%20neve.pdf
Digli, ch'io son fedele        | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Soprano/Digli%20ch%20io%20son%20fedele.pdf
Se il Ciel mi divide dal caro mio sposo | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Soprano/Se%20il%20Ciel%20mi%20divide%20dal%20caro%20mio%20sposo.pdf
Se mai turbo il tuo riposo     | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Soprano/Se%20mai%20turbo%20il%20tuo%20riposo.pdf
Se troppo crede al ciglio colui che và per l'onde | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Soprano/Se%20troppo%20crede%20al%20ciglio%20colui%20che%20va%20per%20l%20onde.pdf
Spirto amato dell' idol mio    | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Soprano/Spirto%20amato%20dell%20idol%20mio.pdf
D'un barbaro scortese non rammentar l'offese | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Tenor/D%20un%20barbaro%20scortese%20non%20rammentar%20l%20offese.pdf
Dopo notte atra e funesta splende | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Tenor/Dopo%20notte%20atra%20e%20funesta%20splende.pdf
Se amor a questo petto non fosse ignoto affetto | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Tenor/Se%20amor%20a%20questo%20petto%20non%20fosse%20ignoto%20affetto.pdf
Serbati a grandi imprese       | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Tenor/Serbati%20a%20grandi%20imprese.pdf
Torrente cresciuto per torbida piena | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Tenor/Torrente%20cresciuto%20per%20torbida%20piena.pdf
Vil trofeo d'un alma imbelle   | Handel, George Frideric                  | Poro                 | http://theoperadatabase.com/PDFs/Handel/Tenor/Vil%20trofeo%20dun%20alma%20imbelle.pdf
Son lievi le catene a un petto forte | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Bass/Son%20lievi%20le%20catene%20a%20un%20petto%20forte.pdf
Deggio dunque, oh Dio, lasciarti | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Mezzo/Deggio%20dunque%20oh%20Dio%20lasciarti.pdf
Empio, perverso cor!           | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Mezzo/Empio%20perverso%20cor.pdf
Fatemi, oh cieli, almen (Zenobia) | Handel, George Frideric                  | Radamisto            | No PDF link found
Già che morir non posso        | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Mezzo/Gia%20che%20morir%20non%20posso.pdf
O scemami il diletto           | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Mezzo/O%20scemami%20il%20diletto.pdf
Quando mai spietata sorte finirà | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Mezzo/Quando%20mai%20spietata%20sorte%20finira.pdf
Son contenta di morire, crude stelle | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Mezzo/Son%20contenta%20di%20morire%20crude%20stelle.pdf
Troppo sofferse già questo mio petto (Zenobia) | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Mezzo/Troppo%20sofferse%20gia%20questo%20mio%20petto.pdf
Lascia pur amica spene le tue pene | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Lascia%20pur%20amica%20spene%20le%20tue%20pene.pdf
Mirerò quel vago volto         | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Mirero%20quel%20vago%20volto.pdf
S'adopri il braccio armato     | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/S%20adopri%20il%20braccio%20armato.pdf
Spero placare quel caro volto  | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Spero%20placare%20quel%20caro%20volto.pdf
Vaga e bella ogn' or vedrai    | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Vaga%20e%20bella%20ogn%20or%20vedrai.pdf
Barbaro, partirò               | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Barbaro%20partiro.pdf
Dopo l'orride procelle         | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Dopo%20l%20orride%20procelle.pdf
Fatemi, oh cieli, almen (Polissena) | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Fatemi%20oh%20cieli%20almen.pdf
Non sarà quest'alma mia        | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Non%20sara%20quest%20alma%20mia.pdf
Sommi Dei! che scorgete i mali miei | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Sommi%20Dei%20che%20scorgete%20i%20mali%20miei.pdf
Sposo ingrato, parto si        | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Sposo%20ingrato%20parto%20si.pdf
Troppo sofferse già questo mio petto (Polissena) | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Troppo%20sofferse%20gia%20questo%20mio%20petto.pdf
Tu vuoi ch'io parta, io parto  | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Tu%20vuoi%20ch%20io%20parta%20io%20parto.pdf
Cara sposa, amato bene, prendi spene | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Cara%20sposa%20amato%20bene%20prendi%20spene.pdf
Dolce bene di quest'alma       | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Dolce%20bene%20di%20quest%20alma.pdf
Ferite, uccidete, oh numi del ciel! | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Ferite%20uccidete%20oh%20numi%20del%20ciel.pdf
Ombra cara di mia sposa        | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Ombra%20cara%20di%20mia%20sposa.pdf
Perfido, di a quell' empio tiranno | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Perfido%20di%20a%20quell%20empio%20tiranno.pdf
Qual nave smarrita trà sirti   | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Mezzo/Radamisto-Qual%20nave%20smarrita.pdf
Vanne, sorella ingrata         | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Vanne%20sorella%20ingrata.pdf
Vile! se mi dai vita           | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Vile%20se%20mi%20dai%20vita.pdf
Con vana speranza pur trovo diletto | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Con%20vana%20speranza%20pur%20trovo%20diletto.pdf
Deh! fuggi un traditore        | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Deh%20fuggi%20un%20traditore.pdf
L'ingrato non amar, mà rendi a un fido cor | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/L%20ingrato%20non%20amar%20ma%20rendi%20a%20un%20fido%20cor.pdf
La sorte, il ciel, amor promettono | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/La%20sorte%20mia%20vacilla.pdf
Segni di crudeltà dal fiero sposo avrai | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Segni%20di%20crudelta%20dal%20fiero%20sposo%20avrai.pdf
Sò ch'è vana la speranza       | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/So%20ch%20e%20vana%20la%20speranza.pdf
Vuol ch'io serva amor la bella | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Soprano/Vuol%20ch%20io%20serva%20amor%20la%20bella.pdf
Alzo al volo di mia fama       | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Tenor/Alzo%20al%20volo%20di%20mia%20fama.pdf
Con la strage de' nemici sono avvezzo a trionfar | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Tenor/Con%20la%20strage%20de%20nemici%20sono%20avvezzo%20a%20trionfar.pdf
Si che ti renderai, quando il mio cor | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Tenor/Si%20che%20ti%20renderai%20quando%20il%20mio%20cor.pdf
Stragi, morti, sangue ed armi  | Handel, George Frideric                  | Radamisto            | http://theoperadatabase.com/PDFs/Handel/Tenor/Stragi%20morti%20sangue%20ed%20armi%20Radamisto.pdf
Dell' empia frode il velo squarciare | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Bass/Dell%20empia%20frode%20il%20velo%20squarciare.pdf
Nel mondo e nell' abisso io non pavento | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Bass/Nel%20mondo%20e%20nell%20abisso%20io%20non%20pavento.pdf
Ti vedrò regnar sul trono, e l'inganno | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Bass/Ti%20vedro%20regnar%20sul%20trono%20e%20l%20inganno.pdf
Dell' onor di giuste imprese fia seguace | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Mezzo/Dell%20onor%20di%20giuste%20imprese%20fia%20seguace.pdf
Per mia vendetta ancor punito  | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Mezzo/Per%20mia%20vendetta%20ancor%20punito.pdf
V'adoro, oh luci belle, v'amo  | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Mezzo/V%20adoro%20oh%20luci%20belle%20v%20amo.pdf
Agitato da fiere tempeste se il nocchiero | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Mezzo/Agitato%20da%20fiere%20tempeste%20se%20il%20nocchiero.pdf
All' orror delle procelle, al rigor | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Mezzo/All%20orror%20delle%20procelle%20al%20rigor.pdf
Atterrato il muro cada         | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Mezzo/Atterrato%20il%20muro%20cada.pdf
Cessata è la procella, mà l'alma | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Mezzo/Cessata%20e%20la%20procella%20ma%20l%20alma.pdf
Nube, che il sole adombra, svanisce | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Mezzo/Nube%20che%20il%20sole%20adombra%20svanisce.pdf
O vendicarmi saprò con l'armi  | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Mezzo/O%20vendicarmi%20sapro%20con%20l%20armi.pdf
Quanto tarda il caro bene      | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Mezzo/Quanto%20tarda%20il%20caro%20bene.pdf
Sì, già vedo il mio bel sole   | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Mezzo/Si%20gia%20vedo%20il%20mio%20bel%20sole.pdf
Volgete ogni desir bell' alme  | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Mezzo/Volgete%20ogni%20desir%20bell%20alme.pdf
Bacia per me la mano del caro idolo mio | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/Bacia%20per%20me%20la%20mano%20del%20caro%20idolo%20mio.pdf
Caro, vieni a me! fido vieni, puoi tu | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/Caro%20vieni%20a%20me%20fido%20vieni%20puoi%20tu.pdf
Di notte il pellegrino, se perde il suo camino | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/Di%20notte%20il%20pellegrino%20se%20perde%20il%20suo%20camino.pdf
Il volo così fido al dolce amato nido | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/Il%20volo%20cosi%20fido%20al%20dolce%20amato%20nido.pdf
Lascia la pace all' alma!      | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/Lascia%20la%20pace%20all%20alma.pdf
Morte, vieni! mà in van ti chiamo | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/Morte%20vieni%20ma%20in%20van%20ti%20chiamo.pdf
Se perì l'amato bene, frà l'angosce | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/Se%20peri%20l%20amato%20bene%20fra%20l%20angosce.pdf
Sì, m'è contrario il Cielo, e che sperar | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/Si%20m%20e%20contrario%20il%20Cielo%20e%20che%20sperar.pdf
Ai guardi tuoi son pur vaga    | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/Ai%20guardi%20tuoi%20son%20pur%20vaga.pdf
Bella, teco non ho nè sdegno nè rigor | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/Bella%20teco%20non%20ho%20ne%20sdegno%20ne%20rigor.pdf
L'aquila altera conosce i figli | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/L%20aquila%20altera%20conosce%20i%20figli.pdf
Quando non vede la cara madre  | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/Quando%20non%20vede%20la%20cara%20madre.pdf
Quel gelsomino, che imperla il prato | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/Quel%20gelsomino%20che%20imperla%20il%20prato.pdf
Quell' innocente afflitto core, fedele amore | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/Quell%20innocente%20afflitto%20core%20fedele%20amore.pdf
Tutto brillanti rai per lungo scintillar | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/Tutto%20brillanti%20rai%20per%20lungo%20scintillar.pdf
Vado per obedirti, mio caro genitor | Handel, George Frideric                  | Riccardo Primo, re d'Inghilterra | http://theoperadatabase.com/PDFs/Handel/Soprano/Vado%20per%20obedirti%20mio%20caro%20genitor.pdf
Basta che sol tu chieda        | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Bass/Basta%20che%20sol%20tu%20chieda.pdf
Sibillar gli angui d'Aletto    | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Bass/Sibillar%20gli%20angui%20d%20Aletto.pdf
Vieni, oh cara, a consolarmi   | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Bass/Vieni%20oh%20cara%20a%20consolarmi.pdf
Col valor, colla virtù or si vada | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Col%20valor%20colla%20virtu%20or%20si%20vada.pdf
Di Sion nell' alta sede        | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Di%20Sion%20nell%20alta%20sede.pdf
Scorta rea di cieco Amore      | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Scorta%20rea%20di%20cieco%20Amore.pdf
Siam prossimi al porto         | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Siam%20prossimi%20al%20porto.pdf
Sulla ruota di fortuna và girando | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Sulla%20ruota%20di%20fortuna%20va%20girando.pdf
Mio cor, che mi sai dir?       | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Mio%20cor%20che%20mi%20sai%20dir.pdf
Nò, che quest'alma scontenti non dà | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/No%20che%20quest%20alma%20scontenti%20non%20da.pdf
Solo dal brando                | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Solo%20dal%20brando.pdf
Sorge nel petto certo diletto  | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Sorge%20nel%20petto%20certo%20diletto.pdf
Sovra balze scoscesi e pungenti | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Sovra%20balze%20scoscesi%20e%20pungenti.pdf
Andate, oh forti frà straggi   | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Andate%20oh%20forti%20fra%20straggi.pdf
Abbruggio, avampo e fremo      | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Abbruggio%20avampo%20e%20fremo.pdf
Cara sposa, amante cara, dove sei? | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Cara%20sposa,%20amante%20cara.pdf
Cor ingrato ti remembri        | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Cor%20ingrato%20ti%20remembri.pdf
È un incendio frà due venti    | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/E%20un%20incendio%20fra%20due%20venti.pdf
Il Tricerbero humiliatò        | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Il%20Tricerbero%20humiliato.pdf
Ogni indugio d'un amante       | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Ogni%20indugio%20d%20un%20amante.pdf
Or la tromba in suon festante  | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Or%20la%20tromba%20in%20suon%20festante.pdf
Venti, turbini, prestate le vostre ali | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Venti%20turbini%20prestate%20le%20vostre%20ali.pdf
Augelletti, che cantate, zefiretti | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Augelletti%20che%20cantate%20zefiretti.pdf
Bel piacere e godere           | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Bel%20piacere%20e%20godere.pdf
Combatti da forte              | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Combatti%20da%20forte.pdf
Lascia ch'io pianga mia cruda sorte | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Lascia%20chio%20pianga.pdf
Ah! crudel! il pianto mio      | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Ah%20crudel%20il%20pianto%20mio.pdf
Furie terribili! Circondatemi  | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Furie%20terribili%20Circondatemi.pdf
Molto voglio, molto spero, nulla devo | Handel, George Frideric                  | Rinaldo              | No PDF link found
Vo' far guerra, e vincer voglio | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Vo%20far%20guerra.pdf
Il vostro maggio de' bei verdi anni | Handel, George Frideric                  | Rinaldo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Il%20vostro%20maggio%20de%20bei%20verdi%20anni.pdf
Di Cupido impiego i vanni      | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Bass/Di%20Cupido%20impiego%20i%20vanni.pdf
Tirannia gli diede il regno    | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Bass/Tirannia%20gli%20diede%20il%20regno.pdf
Con rauco mormorio piangono    | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Con%20rauco%20mormorio.pdf
Chi di voi fù più infedele, cieco Amor | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Chi%20di%20voi%20fu%20piu%20infedele%20cieco%20Amor.pdf
Confusa si miri l'infida consorte | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Confusa%20si%20miri%20l%20infida%20consorte.pdf
Dove sei? amato bene! vieni    | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Dovesei.pdf
Scacciata dal suo nido sen vola | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Scacciata%20dal%20suo%20nido%20sen%20vola.pdf
Se fiera belva ha cinto frà le catene | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Se%20fiera%20belva%20ha%20cinto%20fra%20le%20catene.pdf
Vivi, tiranno! io t'ho scampato | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Vivi%20tiranno%20io%20t%20ho%20scampato.pdf
De' miei scherni per far le vendette | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/De%20miei%20scherni%20per%20far%20le%20vendette.pdf
